suhu,kelembaban,kelembaban_tanah,intensitas_cahaya,label
22.93,78.94,41.99,12.52,0
20.08,2.19,23.21,61.02,1
66.83,43.27,55.63,3.67,0
25.95,83.22,26.95,22.03,1
40.56,23.62,90.13,28.64,0
42.01,34.03,43.1,70.86,1
18.9,81.43,62.37,75.62,0
79.09,16.48,44.65,81.24,1
61.86,53.48,34.47,56.03,0
55.9,12.43,2.5,6.73,1
59.09,53.54,39.04,6.83,0
61.12,41.52,91.28,82.77,1
77.93,7.1,89.58,2.74,0
68.47,44.85,60.32,96.12,1
94.38,21.34,85.85,39.22,0
73.67,40.67,3.08,74.94,1
57.93,85.07,62.19,27.24,0
68.48,24.72,4.28,0.74,1
85.23,62.64,53.54,50.04,0
99.32,2.91,15.82,41.77,1
84.48,23.86,52.69,30.43,0
76.78,69.38,6.72,31.68,1
43.39,76.5,31.06,50.94,0
92.32,48.27,45.55,84.46,1
42.9,76.13,90.42,96.98,0
78.43,49.17,33.59,93.82,1
95.35,14.36,58.64,19.53,0
41.18,85.59,2.83,73.89,1
19.38,11.03,72.56,99.09,0
69.84,2.41,45.28,88.73,1
94.33,13.99,94.13,37.37,0
54.12,75.95,8.97,62.18,1
55.93,68.73,82.77,76.88,0
4.92,8.78,22.45,40.95,1
74.24,75.66,84.63,56.65,0
98.88,30.41,25.76,34.28,1
32.28,54.95,58.05,95.26,0
93.96,63.89,7.45,28.69,1
91.29,66.86,61.26,90.76,0
88.11,22.86,5.6,3.88,1
56.05,29.03,93.18,69.04,0
51.72,57.56,16.34,17.47,1
10.15,62.66,82.34,94.09,0
19.01,60.73,29.12,38.51,1
25.2,96.15,66.62,17.09,0
51.65,79.73,29.54,49.69,1
10.21,88.11,86.17,14.26,0
70.4,4.91,8.81,48.86,1
59.24,58.11,88.04,9.48,0
49.97,20.38,48.01,70.27,1
56.85,83.46,54.14,91.94,0
82.83,32.84,26.16,35.27,1
32.4,66.91,92.27,56.24,0
96.95,34.15,1.6,12.94,1
25.37,57.62,80.8,63.16,0
19.37,82.37,18.11,21.02,1
14.77,33.19,65.88,33.33,0
96.02,18.1,1.77,87.64,1
78.01,17.52,91.73,20.97,0
74.16,57.71,15.42,93.97,1
53.44,22.05,89.34,54.11,0
38.22,95.64,15.9,90.28,1
74.73,50.62,47.25,3.32,0
51.47,97.56,19.29,12.69,1
50.98,29.86,89.74,21.29,0
59.87,45.85,72.56,80.79,1
5.65,70.69,78.96,20.8,0
87.04,60.17,0.38,90.26,1
39.57,94.93,83.79,24.84,0
21.09,33.21,2.14,91.56,1
18.92,21.76,31.58,96.59,0
58.2,22.78,3.04,25.11,1
97.39,58.65,87.24,67.02,0
91.65,14.02,61.9,74.59,1
79.04,52.3,75.54,81.7,0
83.32,79.8,20.32,89.83,1
82.82,79.2,62.26,18.14,0
76.82,5.08,44.32,97.5,1
28.2,27.38,57.91,69.77,0
29.91,64.52,3.24,92.52,1
9.16,66.58,53.37,64.3,0
39.96,69.98,13.47,53.42,1
79,27.44,88.29,69.64,0
90.45,4.45,53.11,87.16,1
94.4,32.08,92.48,51.25,0
63.57,37.11,42.17,78.83,1
92.39,86.53,81,16.3,0
68.61,47.51,25.98,71.51,1
84.38,92.62,73.34,80.7,0
57.42,68.76,18.43,86.51,1
63.91,77.48,53.36,23.2,0
68.02,48.84,25.95,19.8,1
2.3,36.18,49.49,46.96,0
13.68,10.89,1.8,59.65,1
17.51,63.74,85.82,26.33,0
75.54,99.38,23.45,2.95,1
47.6,54.48,54.01,95.45,0
67.61,15.91,9.45,71.71,1
46.58,34.21,48.43,39.28,0
58.41,83.21,20.4,62.14,1
41.04,51.91,48.04,95.97,0
43.99,90.81,3.25,2.18,1
30.86,3.79,71.11,16.67,0
56.68,40.81,82.36,90.48,1
1.45,41.94,79.75,89.18,0
67.19,25.85,8.06,20.82,1
7.16,55.78,85.51,2.4,0
87.26,94.97,26.05,23.06,1
10.23,97.07,43.86,45.18,0
73.82,15.45,7.19,95.72,1
12.34,95.6,75.54,86.1,0
99.08,95.42,15.2,33.27,1
47.57,1.95,64.48,38.81,0
61.73,62.86,4.39,81.9,1
19.31,33.85,31.58,33.83,0
61.59,94.55,3.33,32.47,1
63.67,20.8,69.51,38.32,0
33.79,38.04,23.2,23.05,1
17.53,81.22,84.59,28.77,0
8.93,89.51,13.72,21.5,1
17.62,2.31,62.86,30.89,0
63.63,84.34,0.29,40.01,1
43.06,63.73,62.95,47.39,0
86.66,98.47,22.54,1.35,1
22.88,46.4,97.92,94.26,0
34.61,59.35,27.14,90.8,1
45.19,95.02,65.59,12.93,0
37.02,87.72,17.17,7.73,1
59.21,96.61,39.7,6.15,0
58.42,5.6,12.02,31.07,1
69.84,16.82,74.78,61.04,0
83.09,39.12,1.18,32.89,1
33.88,90.72,93.73,41.35,0
59.21,36.61,13.34,31,1
93.16,40.1,91.17,42.06,0
57.89,1.12,96.28,87.08,1
29.02,62.39,31.19,73.63,0
16.48,15.15,14.13,63.21,1
98.93,52.06,37.63,55.7,0
83.54,31.88,66.68,78.4,1
98.7,81.1,98.92,76.62,0
57.03,23.08,6.65,80.11,1
30.91,3.55,90.9,58.18,0
98.28,40.44,23,74.5,1
56.18,41.1,95.68,36.39,0
94.98,61.39,11.88,87,1
46.6,51.4,45.56,51.25,0
32.62,21.01,19.28,22.94,1
11.21,14.52,84.22,99.9,0
31.27,52.91,21.67,69.57,1
11.65,19.25,67.41,32.3,0
14.27,12.06,9.22,80.66,1
57.47,40.3,49.04,42.89,0
57.88,41.63,19.26,62.59,1
1.58,91.11,84.56,58.51,0
54.6,66.49,16.16,22.37,1
70.93,64.97,82.16,80.3,0
98.6,86.67,3.47,14.97,1
22.18,76.38,91.32,70.72,0
56.22,59.17,25.54,30.45,1
35.03,90.94,94.06,92.32,0
55.27,97.83,14.16,6.86,1
77.88,74.35,49.53,16.75,0
69.08,40.93,14.41,53.77,1
18.85,80.37,31.99,9.19,0
30.74,55.33,26.79,64.77,1
81.85,60.26,55.12,24.98,0
58.79,59.66,6.56,19.07,1
87.53,23.06,32.1,22.09,0
6.15,24.07,8.68,21.59,1
22.61,22.09,68.57,46.34,0
30.2,21.92,29.47,4.97,1
23.48,84.6,86.29,73.85,0
3.87,65.48,1.25,41.76,1
51.48,35.73,53.09,35.07,0
63.51,75.97,13.98,43.33,1
59.69,91.1,89.5,94.92,0
48.96,29.78,14.22,78.43,1
60.23,33.89,93.35,43.98,0
29.32,77.82,20.66,84.25,1
38.46,93.79,76.07,62.39,0
22.55,63.36,7.72,43.79,1
18.81,38.55,76.78,14.11,0
32.59,21.59,85.33,87.05,1
95.32,9.53,56.26,26.29,0
39.19,7.26,26.89,21.67,1
51.39,30.04,53.26,19.84,0
8.16,63.43,12.02,12.9,1
69.78,32.54,39.49,30.52,0
16.74,45.98,11.13,97.33,1
30.83,7.56,50.47,19.9,0
70.43,1.78,18.68,84.24,1
88.4,45.99,57.24,59.22,0
40.9,50.37,21.91,29.05,1
51.61,72.57,82.52,27.41,0
3.2,72.34,23.39,20.18,1
3.8,80.03,49.22,87.5,0
85.9,18.82,0.59,87.84,1
87.48,90.56,44.04,85.72,0
33.97,14.91,6.23,51.72,1
18.44,55.1,93.27,61.98,0
1.89,77.87,11.05,77.68,1
11.99,18.47,49.77,51.3,0
82.54,75.94,27.35,72.57,1
39.6,81.28,51.42,39.31,0
38.47,25.14,26.11,21.8,1
9.74,90.14,97.3,59.5,0
81.26,89.46,23.69,84.2,1
44.8,64.92,35.39,48.89,0
98.71,2.19,26.6,98.69,1
60.23,62.79,96.17,99.2,0
92.94,42.17,44.13,97.31,1
90.28,4.16,96.68,34.09,0
16.4,42.13,5.8,20.57,1
22.22,91.33,34.62,90.55,0
57.76,34.73,16.72,73.71,1
1.1,11.33,84.33,24.38,0
85.62,83.42,26.6,72.8,1
41.2,6.12,69.98,39.95,0
9.54,42.03,5.99,97.21,1
85.77,54.41,78.5,60.29,0
64.91,21.02,4.17,37.28,1
19.49,92.03,91.57,19.24,0
19.55,13.18,21.14,90.04,1
55.18,8.71,96.24,25.61,0
44.72,12.42,56.53,75.86,1
21.07,19.4,95.55,25.46,0
68.95,60.07,0.79,84.63,1
6.2,40.66,53.86,60.28,0
3.88,14.44,5.4,50.46,1
65.99,83.17,85.24,42.21,0
99.42,19.33,38.85,77.08,1
66.37,76.27,53.54,24.37,0
65.03,67.44,16.15,0.74,1
66.66,68,39.52,49.48,0
56.8,19.76,34.85,74.66,1
65.83,6.8,70.91,30.21,0
72.07,92.32,19.49,62.7,1
99.56,98.1,81.19,67.66,0
5.56,83.57,0.85,99.27,1
13.23,12.41,52.17,75.88,0
35.14,47.23,5.35,36.67,1
42.44,67.51,66.09,22.47,0
51.6,15.26,62.19,94.77,1
40.87,39.05,78.74,16.85,0
59.1,3.42,4.99,43.98,1
77.79,83.13,56.57,98.88,0
27.04,53.06,5.83,70.55,1
91.01,92.95,93.12,43.43,0
90.45,41.26,23.17,73.2,1
1.67,93.6,44.96,62.89,0
25.29,5.58,25.12,60.86,1
7.82,70.42,54.86,2.25,0
47.01,41.3,13.79,18.2,1
87.47,40.4,50.84,12.08,0
41.05,6.98,8.93,99.53,1
18.08,13.78,66.52,17.83,0
97.19,33.94,72.77,80.91,1
3.47,13.76,66.16,39.58,0
46.67,34.42,21.51,96.03,1
25.86,87.83,81.55,17.54,0
62.25,92.89,3.29,13.63,1
80.97,76.46,32.07,37.02,0
86.34,42.83,8.58,82.24,1
66.53,2.89,80.87,47.53,0
68.73,19.55,91.34,87.63,1
52.12,98.05,35.5,5.02,0
36.89,33.38,11.26,94.13,1
93.58,93.56,35.4,77.88,0
99.28,63.35,3.21,18.79,1
14.16,69.21,71.63,6.24,0
24.83,72.87,8.22,2.37,1
96.97,68.24,98.35,68.13,0
34.02,57.76,28.63,26.48,1
51.64,77.18,33.74,73.32,0
93.32,58.09,14.29,84.99,1
24.25,52.8,59.03,17.5,0
1.31,26.73,24.24,36.6,1
38.55,10.19,39.85,44.32,0
55.74,74.66,5.49,49.23,1
24.65,65.87,82.97,56.09,0
84.14,75.26,25.8,61.84,1
49.46,66.58,94.17,99.23,0
19.48,74.74,9.41,48.79,1
20.38,38.34,90.6,69.11,0
67.43,2.95,49.93,94.25,1
61.41,87.76,88.75,2.1,0
38.94,3.42,3.87,5.86,1
62.72,14.61,49.7,51.76,0
26.11,15.01,14.26,39.11,1
70.41,42.04,35.11,31.47,0
99.62,80.66,3.49,57.62,1
46.09,43.31,32.87,49.66,0
94.84,0.15,27.05,60.57,1
28.27,23.12,72.71,46.51,0
34.67,14.12,4.31,55.93,1
7.49,63.37,87.33,32.05,0
70.99,49.66,85.86,80.24,1
98.25,29.05,46.65,9.29,0
26.46,55.49,10.58,30.3,1
48.87,13.8,58.41,12.01,0
87.6,88.05,5.26,31.13,1
97.63,98.16,56.88,93.44,0
61.91,39.81,73.67,96.82,1
1.85,31.92,63.29,6.76,0
82.63,69.1,1.95,58.75,1
64.54,40.72,34.66,0.29,0
98.8,43.61,0.87,8.21,1
38.48,36.93,46.22,13.3,0
37.72,97.95,22.8,96.16,1
89.8,4.09,54.02,11.01,0
5.67,65.08,3.42,77.41,1
73.78,48.81,93,52.52,0
29.56,24.1,22.28,76.53,1
42.9,92.78,49.79,25.55,0
93.56,92.23,23.09,92.11,1
8.31,19.83,66.34,49.63,0
20.49,33.94,20.17,34.73,1
7.5,71.67,96,12.29,0
63.44,94.23,4.58,7.8,1
85.74,75.85,98.42,79.19,0
84.24,95.32,2.58,40.33,1
14.05,53.55,91.65,23.47,0
7.1,25.01,9.75,27.1,1
68.2,90.96,82.74,69.64,0
95.89,63.05,9.15,28.36,1
93.54,83.61,88.6,23.62,0
96.66,21.82,27.09,68.53,1
92.35,43.49,42.95,41.89,0
6.62,83.06,29.58,77.97,1
13.22,36.19,97.08,5.67,0
24.85,80.24,5.08,82.76,1
75.1,67.6,83.71,45.48,0
76.08,79.27,29.4,21.84,1
73.82,77.05,34.68,17.24,0
14.61,15.6,6.22,99.8,1
6.89,55.33,89.07,47.55,0
88.74,44.79,56.6,86.56,1
11.05,37.96,85.88,65,0
39.74,41.63,9.94,71.4,1
88.64,57.88,93.47,42.78,0
2.69,32.28,19.48,56.33,1
81.93,68.07,79.98,38.07,0
50.51,20.43,20.69,20.28,1
77.91,63.94,38.87,74.97,0
49.65,27.63,27.01,94.41,1
65.25,62.64,85.46,39.25,0
92.03,6.07,7.99,11.24,1
78.99,39.57,90.84,1.19,0
68.5,29.57,28.42,55.99,1
72.31,88.71,93.51,65.45,0
84.96,77.69,5.73,47.76,1
10.24,58.38,81.6,38.96,0
53.12,96.39,11.86,54.47,1
96.9,88.82,48.88,57.81,0
8.88,22.9,10.69,48.69,1
82.87,88.43,77.11,86.99,0
68.85,42.51,70.73,78.17,1
68.7,96.71,37.28,5.47,0
97.79,56.76,1.48,69.96,1
76.06,13.41,31.79,12.28,0
40.27,14.78,53.33,89.17,1
84.3,90.36,38.07,15.28,0
47.26,23.24,59.42,77.9,1
63.41,84.19,52.67,24.31,0
80.24,35.82,86.76,99.39,1
34.79,87.46,55.5,46.13,0
80.46,10.63,29.56,71.56,1
77.04,97.1,79.61,41.1,0
46.19,27.05,0.56,94.28,1
52.26,81.74,69.88,34.28,0
89.41,83.96,8.62,16.98,1
57.46,68.81,90.3,57.34,0
91.24,9.44,20.13,77.96,1
9.46,78.13,87.92,38.98,0
69.83,42.45,24.69,92.29,1
75.56,15.33,57.48,26.12,0
88.58,8.6,20.98,43.54,1
36.41,19.38,96.14,57.34,0
85.4,0.85,18.07,90.32,1
83.53,18.21,46.73,63.86,0
37.64,18.17,40.23,74.65,1
13.61,69.4,55.41,21.02,0
83.08,9.35,4.66,39.76,1
16.31,1.62,93.24,56.29,0
70.77,37.44,72.97,92.42,1
24.05,97.46,66.33,15.59,0
58.09,76.91,14.61,26.85,1
65.29,60.06,40.79,99.95,0
20.31,89.72,12.94,18.51,1
6.91,68.06,41.48,15.82,0
93.22,58.17,21.01,21.04,1
52.15,15.25,38.31,5.48,0
88.93,10.13,17.72,72.54,1
96.25,60.46,36.4,92.1,0
6.53,68.74,12.13,29.98,1
10.25,95.16,38.35,81.41,0
8.37,8.52,8.87,9.38,1
27.76,44.55,92.27,76.92,0
82.96,26.99,29.82,95.45,1
81.78,94.4,50.63,58.52,0
28.81,95.61,23.65,93.06,1
22.7,57.2,57.84,55.24,0
1.65,9.5,17.64,16.78,1
10.15,81.98,63.6,13.56,0
90.99,88.84,29.85,79.64,1
59.19,84.2,71.05,0.87,0
67.31,49.68,3.98,87.7,1
43.31,86.99,69.36,47.96,0
44.78,92.51,11.8,24.95,1
56.66,26.85,45.97,66.94,0
90.68,81.59,27.13,3.49,1
41.29,9.87,57.28,7.02,0
31.7,53.94,21.93,2.64,1
93.37,98.19,31.62,62.51,0
68.24,40.47,21.22,76.49,1
39.83,16.86,42.67,12.58,0
31.01,9.09,21.94,56.56,1
18.94,23.37,39.04,19.15,0
72.02,0.2,29.97,81.27,1
76.27,36.38,89.74,33.43,0
98.24,21.78,24.24,40.89,1
57.95,53.78,74.08,13.2,0
72.75,0.98,9.99,72.28,1
86.39,95.95,93.91,40.67,0
23.44,1.37,20.36,84.04,1
20.59,91.3,37.52,95.5,0
81.53,57,29.52,64.35,1
84.57,92.44,89.21,79.61,0
51.73,94.6,27.5,61.14,1
19.78,17.89,68.51,37.44,0
53.55,54.96,29.75,76.21,1
39.58,56.02,57.68,68.21,0
31.63,78.29,15.34,69.46,1
91.02,69.53,37.2,2.73,0
75.8,27.15,22.01,3.42,1
36.03,51.5,57.51,20.21,0
12.62,40.63,13.41,72.14,1
98.13,98.95,34.42,50.05,0
75.7,8.65,28.04,13.91,1
13.98,23.45,71.01,8.56,0
55.85,18.81,13.78,61.62,1
87.83,64.22,43.87,26.16,0
35.43,19.97,2.27,33.24,1
0.99,84.32,59.73,0.85,0
53.39,13.02,36.76,99.43,1
27.89,33.08,38.32,61.31,0
21.94,94,16.02,75.4,1
1.71,71.58,67.18,97.78,0
10.48,51.53,12,93.27,1
55.11,87.11,31.07,18.81,0
24.77,27.68,20.2,78.48,1
91.93,87.07,97.97,27.14,0
51.89,84.29,12.17,48.94,1
9.63,35.81,81.04,30.72,0
78.65,75.84,10.51,56.45,1
29.47,28.05,99.7,15.73,0
92.77,89.3,24.24,34.95,1
72.55,23.52,45.66,30.99,0
25.51,3.46,13.29,81.59,1
34.41,40.9,33.34,27.9,0
25.41,77.49,28.96,67.48,1
15.04,66.51,35.36,1.64,0
81.15,31.42,13.31,42.51,1
43.58,76.66,62.08,68.4,0
86.94,3.25,23.24,4.99,1
83.1,57.7,89.49,82.8,0
45.85,20.53,88.28,78.36,1
78.23,98.64,74.74,16.33,0
79.6,41.47,8.36,45.93,1
20.64,39.31,70.24,42.32,0
42.52,94.43,24.46,29,1
60.79,70.87,83.93,72.31,0
74.03,19.38,84.49,79.54,1
7.02,45.6,49.01,73.14,0
70.52,48.5,6.6,37.1,1
10.98,64.56,68.37,83.16,0
68.7,40.31,11.76,0.22,1
0.67,8.37,82.5,40.95,0
56.93,25.57,61.85,71.57,1
87.06,1.79,69.43,3.45,0
81.92,15.67,10.9,12.83,1
15.18,70.88,43.39,84.12,0
28.66,49.66,21,51.77,1
0.7,97.61,99.73,11.59,0
6.82,94.22,23.16,23.32,1
41.6,70.61,33.01,62.7,0
3.52,85.77,28.67,90.1,1
56.64,94.85,80.8,56.44,0
87.16,53.75,0.68,69.51,1
76.42,56.39,40.49,83.96,0
77.22,85.3,16.61,80.97,1
86.77,9.15,79.62,22.01,0
48.18,31.16,7.53,94.93,1
64.64,55.51,41.59,24.22,0
69.43,86.6,19.93,82.24,1
76.59,82.73,84.93,51.49,0
68.26,48.81,28.43,30.56,1
10.49,58.32,45.64,37.95,0
39.59,64.6,1.93,90.4,1
41.86,7.97,75.87,20.14,0
82.24,88.55,15.68,51.73,1
85.52,84.84,78.7,3.88,0
67.97,40.71,19.36,29.17,1
41.93,11.03,61.75,59.66,0
39.74,98.62,20.64,22.17,1
26.93,15.78,67.01,87.99,0
12.54,32.01,26.28,81.85,1
89.85,76.18,57.42,92.43,0
5.2,82.07,9.15,74.83,1
29.11,46.96,97.7,8.99,0
29.13,30.97,5.61,81.12,1
96.77,0.5,34.85,56.22,0
87.48,63.56,4.9,93.26,1
71.57,84.57,90.39,48.42,0
49.75,16.35,41.17,87.18,1
45.95,34.24,39.47,49.18,0
28.21,52.26,22.98,65.58,1
57.63,8.49,58.8,8.28,0
33.35,59.41,15.43,94.94,1
25.72,44.94,93.89,51.68,0
64.89,26.5,21.65,99.05,1
89.37,55.95,77.24,29.77,0
24.11,39.04,5.35,34.19,1
95.05,55.36,59.68,0.9,0
29.08,70.22,10.83,27.16,1
85.76,47.69,75.14,43.82,0
75.4,31.99,70.17,98.84,1
15.81,46.03,47.11,17.25,0
21.87,49.07,23.08,89.11,1
80.06,55.61,86.39,86.7,0
26.89,81.9,11.92,84.84,1
20.73,6.75,73.79,1.82,0
0.73,86.48,8.11,15.97,1
11.44,39.8,83.84,57.06,0
13.91,90.52,6.37,52.81,1
66.73,97.59,75.89,25.61,0
79.39,14.39,16.98,86.22,1
24.79,32.19,60.77,62.08,0
16.99,81.41,19.75,68.22,1
22.68,32.56,57.2,85.78,0
74.29,99.11,14.44,42.1,1
30.83,58.48,31.82,59.14,0
93.37,28.51,24.66,33.56,1
84.56,90.38,98.75,6.37,0
64.73,9.44,29.01,29.1,1
67.33,82.78,78.81,91.53,0
57.91,41.61,2.77,42.74,1
92.14,83.74,90.52,73.7,0
35.88,45.64,29.53,18.05,1
58.69,-0.07,37.71,41.52,0
4.6,50.41,8.45,73.22,1
62,50.45,38.13,93.48,0
56.38,2.16,23.59,64.7,1
37.55,65.37,49.84,77.71,0
42.14,42.24,33.5,96.58,1
36.12,12.89,48.48,58.46,0
19.94,81.09,27.62,10.06,1
58.09,70.82,92.56,7.32,0
78.95,71.38,15.25,22.09,1
35.48,96.83,33.18,74.77,0
38.05,0.55,31.74,89.71,1
79.83,81.05,51.01,46.57,0
15.71,5.38,29,30.32,1
58.1,32.18,55.57,18.35,0
61.37,20.53,73.33,88.97,1
72.29,27.5,64.14,29.9,0
44.82,5.3,12.08,68.37,1
86.36,29.15,84.6,61.84,0
77.8,20.4,13.59,15.85,1
14.91,17.56,43.35,7.8,0
67.35,20.01,59.36,83.05,1
85.12,25.67,69.65,45.1,0
36.02,9.11,10.72,44.4,1
62.99,74.8,80.31,13.22,0
7.96,79.72,7.08,27.11,1
30.48,91.33,89.31,75.96,0
91.15,60.77,17.05,88.17,1
45.24,9.46,70.81,15.96,0
68.03,45.24,37.88,73.26,1
89.41,69.22,32.85,55.58,0
58.66,20.17,24.92,14.11,1
25.85,77.66,49.53,59.72,0
35.56,13.77,50.92,85.44,1
68.94,86.55,75.65,58.77,0
84.94,10.92,93.74,96.85,1
33.89,93.98,65.44,75.82,0
68.46,47.64,22.87,57,1
41.68,92.16,46.37,89.29,0
79.62,52.75,17.99,97.88,1
61.2,53.47,78.71,50.76,0
29.15,55.81,16.42,79.05,1
73.7,24.46,90.15,30.65,0
68.97,21.55,17.14,38.06,1
69.68,21.83,73.27,38.19,0
57.08,12.22,27.5,50,1
92.05,47.54,90.1,65.71,0
77.48,28.62,2.05,87.17,1
49.54,96.06,61.63,3.8,0
11.53,44.75,20.31,87.68,1
64.66,50.56,35.72,56.45,0
33.38,50.19,17.77,70.68,1
6.15,26.53,68.9,38.91,0
88.4,93.06,13.47,38.74,1
91.42,9,59.61,19.2,0
51.26,38.8,82.5,79.01,1
9.77,50.44,57.84,91.44,0
83.07,7.08,66.97,88.03,1
56.62,48,35.88,33.74,0
61.11,91.01,9.61,32.35,1
0.9,18.01,82.22,70.97,0
56.68,3.48,76.8,73.72,1
14.24,15.22,36.64,69.41,0
93.56,79.31,11.13,28.71,1
92.68,40.27,47.08,1.78,0
89.03,47.4,15.91,0.23,1
26.9,27.87,41.92,46.8,0
95.37,55.15,9.61,66.15,1
70.85,90.98,69.15,78.28,0
1.03,39.09,21.84,12.34,1
63.16,70.39,49.06,13.88,0
27.09,83.02,15.29,20.87,1
70.68,14.2,87.16,9,0
59.94,8.14,13.36,80,1
70.7,60.24,60.03,58.77,0
37.1,87.1,12.58,35.16,1
57.53,71.43,44.8,2.36,0
1.26,39.21,16.23,65.82,1
13.25,50.47,80.15,68.66,0
48.77,93.05,21,92.39,1
2.8,83.81,37.14,71.62,0
5.53,79.03,15.95,8.83,1
9.39,33.22,53.45,30.13,0
2.44,84.36,2.76,92.12,1
55.43,83.69,93.25,48.21,0
78.6,1.21,48.34,71.55,1
51.8,99.46,61.03,25.78,0
65.87,88.3,20.1,37.15,1
15.66,98.14,71.97,33.34,0
76.48,19.55,4.57,0,1
19.75,92.75,52.92,59.46,0
95.2,97.89,14.55,95.53,1
57.46,43.2,57.49,20.71,0
46.4,15.28,72.45,71.43,1
28.6,21.73,42.23,2.2,0
40.4,77.89,10.87,25.26,1
55.89,52.5,34.47,89.14,0
51.99,23.43,89.89,79.97,1
7.76,35.94,89.3,88.25,0
68.77,88.06,20.29,5.26,1
0.87,16.2,87.27,11.24,0
10.18,45.75,16.69,40.15,1
64.71,45.98,37.25,6.25,0
87.31,47.84,20.42,64.19,1
26.26,6.38,49.2,91.52,0
37.4,75.6,16.88,11.4,1
9.39,31.63,71.79,79.31,0
89.17,44.45,26.62,93.31,1
9.15,56.74,79.64,11.9,0
13.91,42.25,12.17,69.71,1
92.19,70.03,32.85,0.14,0
57.73,20.34,3.56,16.14,1
33.09,6.14,64.41,37.9,0
9.29,69.28,8,51.26,1
34.4,2.41,36.79,23.88,0
37.35,57.98,19.08,77.97,1
25.01,74.93,76.73,7.49,0
28.88,55.12,23.57,9.49,1
55.24,71.33,65.48,42.39,0
10.49,96.14,25.27,43.77,1
20.81,64.95,86.18,40.58,0
78.75,37.38,21.77,39.93,1
87.25,77.44,47.88,51.41,0
74.25,31.46,10.79,20.81,1
61.2,62.24,55.48,44.68,0
41.12,40.62,31.86,83.6,1
47.66,76.08,80.04,58.24,0
52.2,7.33,57.48,70.46,1
82.17,33.03,47.64,5.48,0
10.07,33.11,10.68,26.4,1
82.33,76.55,63.48,68.26,0
27.69,59.9,19.69,23.44,1
94.09,5.15,90.78,62.15,0
84.94,12.84,6.66,45.73,1
60.32,25.94,95.2,65.66,0
40.93,30.33,27.95,72.05,1
36.22,20.57,63.78,66.55,0
74.02,24.37,36.58,74.81,1
3.01,15.42,83.71,17.42,0
30.38,4.75,91.17,78.76,1
96.78,51.24,77.24,18.93,0
54.93,22.57,84.67,99.53,1
71.74,38.79,79.46,61.76,0
66.18,62.71,11.44,36.68,1
82.12,85.23,71.12,28.51,0
17.33,2.52,0.9,86.07,1
45.53,2.55,99.63,57.56,0
80.18,65.88,23.38,2.48,1
87.98,18.07,73.55,42.41,0
17.01,68.15,14.12,50.9,1
51.63,3.47,86.65,14.94,0
74.77,86.28,5.83,76.46,1
12.01,75.59,63.01,14.7,0
37.71,58.88,5.38,3.62,1
4.36,41.62,83.59,98.87,0
68.31,31.45,16.1,79.16,1
46.45,15.58,47.36,17.64,0
43.2,52.29,11.38,27.46,1
40.86,19.5,65.85,0.27,0
68.78,58.94,20.76,62.88,1
42.55,53.84,50.4,0.63,0
38.22,67.17,12.08,0.07,1
46.19,63.48,30.02,55.84,0
49.39,57.2,24.25,78.84,1
34.09,22.05,93.53,38.31,0
75.32,67.39,25.04,6.57,1
99.8,3.52,48.08,3.08,0
5.75,24.02,22.17,12.65,1
58.4,61.63,45.71,34.12,0
8.73,44.8,23.1,34.42,1
99.39,3.95,78.95,45.3,0
45.21,22.16,20.91,66.4,1
3.19,78.29,46.35,47.12,0
35.77,59.02,27.51,97.86,1
18.54,43.24,74.01,42.09,0
59.74,92.61,5.48,74.56,1
51.57,10.72,59.23,55.32,0
61.73,10.35,26.86,86.01,1
12.4,89.38,78.22,62.28,0
72.84,10.62,10.79,96.34,1
69.79,42.02,75.32,20.71,0
25.26,2.53,2.6,23.27,1
39.5,60.74,96.04,45.2,0
71.84,18.46,24.15,49.26,1
15.94,13.71,92.88,77,0
89.01,18.98,47.72,77.87,1
19.73,75.74,83.57,97.63,0
56.2,47.33,90.42,71.14,1
29.45,93.43,66.36,24.04,0
96.71,54.43,22.27,10.64,1
97.41,66.18,55.21,5.82,0
49.05,9.43,22.37,71.25,1
70.88,59.9,32.33,94.18,0
43.97,18.13,21.43,95.64,1
14.1,63.47,64.98,8.26,0
12.8,14.38,12.97,62.74,1
16.81,12.23,46.29,19.63,0
38.8,39.78,6.17,57.81,1
46.26,28.47,74.69,39.38,0
77.74,30.49,28.44,65.39,1
14.81,95.83,93.7,41.08,0
98.67,90.34,2.66,22.36,1
84.87,23.82,35.9,42.51,0
5.69,68.87,26.65,58.81,1
64.29,40.43,58.6,43.44,0
3.35,18.25,28.58,99.73,1
83.57,89.27,35.22,41.81,0
41.11,82.48,9.22,23.58,1
0.96,55.89,86.42,36.45,0
87.34,62.56,14.61,68.52,1
32.3,72.65,40.47,16.36,0
22.33,43.99,14.46,95.5,1
80.83,58.53,93.32,90.61,0
65.88,40.66,24.31,51.83,1
47.6,66.79,96.93,93.72,0
22.73,20.26,6.22,4.74,1
78.93,98.37,33.05,32.18,0
10.02,14.09,22.8,44.11,1
30.35,30.32,70.13,62.53,0
66.6,40.72,52.28,74.26,1
72.92,46.23,41.05,10.23,0
64.03,11.99,27.98,2.18,1
90.29,57.66,33.8,90.47,0
71.13,10.9,7.75,50.21,1
8.97,51.32,74.62,45.29,0
73.17,20.36,24.88,64.02,1
95.71,93.06,60.99,18.08,0
66.91,54.25,19.02,30.27,1
